model,seed,week,factors_stressed_true,factors_named,week_cost,stockout
deepseek-deepseek-v4-pro,108,2,,demand;freight,160,0
deepseek-deepseek-v4-pro,108,3,,,127,0
deepseek-deepseek-v4-pro,108,4,,demand,120,0
deepseek-deepseek-v4-pro,108,5,demand,demand;supplier,105,0
deepseek-deepseek-v4-pro,108,6,demand,freight;quality;supplier,186,1
deepseek-deepseek-v4-pro,108,7,,quality,211,0
deepseek-deepseek-v4-pro,108,8,,supplier,192,1
deepseek-deepseek-v4-pro,108,9,,demand;quality;supplier,173,0
deepseek-deepseek-v4-pro,108,10,port,disruption;port,395,1
deepseek-deepseek-v4-pro,108,11,port,demand;port,673,1
deepseek-deepseek-v4-pro,108,12,demand;port;supplier,port,896,1
deepseek-deepseek-v4-pro,108,13,demand;port;supplier,port,830,1
deepseek-deepseek-v4-pro,108,14,demand;port;supplier,demand;disruption;port,918,1
deepseek-deepseek-v4-pro,108,15,demand;disruption;port;supplier,disruption;freight;port,898,1
deepseek-deepseek-v4-pro,108,16,disruption;port,disruption;freight;port,1032,1
deepseek-deepseek-v4-pro,108,17,port,port,819,0
deepseek-deepseek-v4-pro,108,18,,,498,0
deepseek-deepseek-v4-pro,108,19,,freight,268,0
deepseek-deepseek-v4-pro,108,20,supplier,,263,0
deepseek-deepseek-v4-pro,108,21,port;supplier,port,259,0
deepseek-deepseek-v4-pro,108,22,port,port,219,0
deepseek-deepseek-v4-pro,108,23,port,,239,0
deepseek-deepseek-v4-pro,108,24,port,,264,0
deepseek-deepseek-v4-pro,108,25,,,122,0
deepseek-deepseek-v4-pro,108,26,demand,,93,0
deepseek-deepseek-v4-pro,112,1,,supplier,124,0
deepseek-deepseek-v4-pro,112,2,,demand,205,0
deepseek-deepseek-v4-pro,112,3,,demand,205,0
deepseek-deepseek-v4-pro,112,4,,freight;port,181,0
deepseek-deepseek-v4-pro,112,5,,quality;supplier,167,0
deepseek-deepseek-v4-pro,112,6,,demand,181,0
deepseek-deepseek-v4-pro,112,7,,freight,128,0
deepseek-deepseek-v4-pro,112,8,,disruption;freight;port;supplier,406,0
deepseek-deepseek-v4-pro,112,9,,demand,320,0
deepseek-deepseek-v4-pro,112,10,,demand,199,0
deepseek-deepseek-v4-pro,112,11,,,177,0
deepseek-deepseek-v4-pro,112,12,,,188,0
deepseek-deepseek-v4-pro,112,13,demand,demand,138,0
deepseek-deepseek-v4-pro,112,14,demand,demand;freight,123,0
deepseek-deepseek-v4-pro,112,15,,freight;port,185,0
deepseek-deepseek-v4-pro,112,16,,freight;port,183,0
deepseek-deepseek-v4-pro,112,17,,,199,0
deepseek-deepseek-v4-pro,112,18,,demand;quality,191,0
deepseek-deepseek-v4-pro,112,19,,freight,185,0
deepseek-deepseek-v4-pro,112,20,demand,demand;quality,207,0
deepseek-deepseek-v4-pro,112,21,demand,quality,234,0
deepseek-deepseek-v4-pro,112,22,demand,,187,0
deepseek-deepseek-v4-pro,112,23,demand,,112,0
deepseek-deepseek-v4-pro,112,24,demand,demand,84,0
deepseek-deepseek-v4-pro,112,25,,,69,0
deepseek-deepseek-v4-pro,112,26,,,53,0
deepseek-deepseek-v4-pro,143,1,port,port;quality;supplier,100,0
deepseek-deepseek-v4-pro,143,2,supplier,demand;disruption;supplier,75,0
deepseek-deepseek-v4-pro,143,3,supplier,freight;supplier,250,0
deepseek-deepseek-v4-pro,143,4,supplier,freight;supplier,180,0
deepseek-deepseek-v4-pro,143,5,freight;supplier,demand;freight,178,0
deepseek-deepseek-v4-pro,143,6,freight,freight;quality,199,0
deepseek-deepseek-v4-pro,143,7,freight,quality,136,0
deepseek-deepseek-v4-pro,143,8,freight,freight;supplier,157,0
deepseek-deepseek-v4-pro,143,9,freight,freight;quality,136,0
deepseek-deepseek-v4-pro,143,10,freight;port,demand;freight;port,156,0
deepseek-deepseek-v4-pro,143,11,port,demand;freight;port,293,1
deepseek-deepseek-v4-pro,143,12,port,port;supplier,554,0
deepseek-deepseek-v4-pro,143,13,port,demand;port,657,1
deepseek-deepseek-v4-pro,143,14,port,freight;port,796,1
deepseek-deepseek-v4-pro,143,15,disruption;port,disruption;freight;port,935,0
deepseek-deepseek-v4-pro,143,16,port,freight;port,690,0
deepseek-deepseek-v4-pro,143,17,port,demand;port,783,1
deepseek-deepseek-v4-pro,143,18,,,467,0
deepseek-deepseek-v4-pro,143,19,,supplier,178,0
deepseek-deepseek-v4-pro,143,20,,,190,0
deepseek-deepseek-v4-pro,143,21,,supplier,174,0
deepseek-deepseek-v4-pro,143,22,,,164,0
deepseek-deepseek-v4-pro,143,23,,disruption,127,0
deepseek-deepseek-v4-pro,143,24,,,101,0
deepseek-deepseek-v4-pro,143,25,disruption,demand,88,0
deepseek-deepseek-v4-pro,143,26,,,74,0
deepseek-deepseek-v4-pro,154,1,demand,demand,113,0
deepseek-deepseek-v4-pro,154,2,demand,freight,155,0
deepseek-deepseek-v4-pro,154,3,demand,demand,93,0
deepseek-deepseek-v4-pro,154,4,demand,demand;supplier,213,1
deepseek-deepseek-v4-pro,154,5,,port,113,0
deepseek-deepseek-v4-pro,154,6,port,port;supplier,332,1
deepseek-deepseek-v4-pro,154,7,port,port,533,0
deepseek-deepseek-v4-pro,154,8,,,147,0
deepseek-deepseek-v4-pro,154,9,,freight;quality,147,0
deepseek-deepseek-v4-pro,154,10,,quality,177,0
deepseek-deepseek-v4-pro,154,11,,,181,0
deepseek-deepseek-v4-pro,154,12,,disruption,288,0
deepseek-deepseek-v4-pro,154,13,,disruption;quality;supplier,771,0
deepseek-deepseek-v4-pro,154,14,supplier,,336,0
deepseek-deepseek-v4-pro,154,15,port;supplier,port;supplier,168,0
deepseek-deepseek-v4-pro,154,16,,,569,0
deepseek-deepseek-v4-pro,154,17,,demand,186,0
deepseek-deepseek-v4-pro,154,18,demand,,210,0
deepseek-deepseek-v4-pro,154,19,demand,freight;quality,242,0
deepseek-deepseek-v4-pro,154,20,demand;freight;port,disruption;freight;port,328,0
deepseek-deepseek-v4-pro,154,21,demand;freight,disruption;freight,466,0
deepseek-deepseek-v4-pro,154,22,disruption;freight,demand;disruption;freight;port,583,0
deepseek-deepseek-v4-pro,154,23,disruption;freight,disruption;freight,143,0
deepseek-deepseek-v4-pro,154,24,disruption;port,port,86,0
deepseek-deepseek-v4-pro,154,25,disruption,,74,0
deepseek-deepseek-v4-pro,154,26,disruption,,57,0
deepseek-deepseek-v4-pro,157,1,,freight;supplier,226,0
deepseek-deepseek-v4-pro,157,2,,freight;port,480,0
deepseek-deepseek-v4-pro,157,3,,freight,388,0
deepseek-deepseek-v4-pro,157,4,,freight,141,0
deepseek-deepseek-v4-pro,157,5,,quality;supplier,122,0
deepseek-deepseek-v4-pro,157,6,,demand;port,289,0
deepseek-deepseek-v4-pro,157,7,,,249,0
deepseek-deepseek-v4-pro,157,8,,supplier,244,0
deepseek-deepseek-v4-pro,157,9,,,159,0
deepseek-deepseek-v4-pro,157,10,,demand,251,0
deepseek-deepseek-v4-pro,157,11,,disruption;freight,166,0
deepseek-deepseek-v4-pro,157,12,disruption,demand;disruption;freight;port,459,0
deepseek-deepseek-v4-pro,157,13,disruption,demand;disruption;freight,546,0
deepseek-deepseek-v4-pro,157,14,,,492,0
deepseek-deepseek-v4-pro,157,15,,,198,0
deepseek-deepseek-v4-pro,157,16,,freight,207,0
deepseek-deepseek-v4-pro,157,17,,quality;supplier,236,0
deepseek-deepseek-v4-pro,157,18,,freight;quality;supplier,273,0
deepseek-deepseek-v4-pro,157,19,,quality,263,0
deepseek-deepseek-v4-pro,157,20,,,200,0
deepseek-deepseek-v4-pro,157,21,,,191,0
deepseek-deepseek-v4-pro,157,22,,,156,0
deepseek-deepseek-v4-pro,157,23,quality,,136,0
deepseek-deepseek-v4-pro,157,24,quality,,112,0
deepseek-deepseek-v4-pro,157,25,freight,,87,0
deepseek-deepseek-v4-pro,157,26,freight,,64,0
deepseek-deepseek-v4-pro,170,1,,demand;freight,483,0
deepseek-deepseek-v4-pro,170,2,demand,freight;port,345,0
deepseek-deepseek-v4-pro,170,3,demand;freight,demand;freight;quality;supplier,307,0
deepseek-deepseek-v4-pro,170,4,demand;freight,freight;port;quality,909,0
deepseek-deepseek-v4-pro,170,5,demand;freight;port,disruption;freight;port,204,0
deepseek-deepseek-v4-pro,170,6,freight;port,disruption,1058,0
deepseek-deepseek-v4-pro,170,7,freight;port,freight;port,1610,0
deepseek-deepseek-v4-pro,170,8,freight;port,demand;freight;port,631,1
deepseek-deepseek-v4-pro,170,9,port,,834,0
deepseek-deepseek-v4-pro,170,10,port,demand;freight;port;supplier,862,1
deepseek-deepseek-v4-pro,170,11,port,disruption;freight;port,1103,0
deepseek-deepseek-v4-pro,170,12,port,demand;port;supplier,960,1
deepseek-deepseek-v4-pro,170,13,,,740,0
deepseek-deepseek-v4-pro,170,14,,freight,299,0
deepseek-deepseek-v4-pro,170,15,demand,,264,0
deepseek-deepseek-v4-pro,170,16,demand,,236,0
deepseek-deepseek-v4-pro,170,17,demand,demand;supplier,310,0
deepseek-deepseek-v4-pro,170,18,demand,,477,0
deepseek-deepseek-v4-pro,170,19,,disruption;supplier,230,0
deepseek-deepseek-v4-pro,170,20,,supplier,434,0
deepseek-deepseek-v4-pro,170,21,,,385,0
deepseek-deepseek-v4-pro,170,22,,,207,0
deepseek-deepseek-v4-pro,170,23,,freight,189,0
deepseek-deepseek-v4-pro,170,24,freight,,167,0
deepseek-deepseek-v4-pro,170,25,freight,,147,0
deepseek-deepseek-v4-pro,170,26,freight;supplier,,124,0
deepseek-deepseek-v4-pro,172,1,,supplier,162,0
deepseek-deepseek-v4-pro,172,2,,freight;port;supplier,195,0
deepseek-deepseek-v4-pro,172,3,,demand;port;quality,325,0
deepseek-deepseek-v4-pro,172,4,,freight,228,0
deepseek-deepseek-v4-pro,172,5,port,demand;port;supplier,161,0
deepseek-deepseek-v4-pro,172,6,port,freight;port;quality,528,1
deepseek-deepseek-v4-pro,172,7,port,freight;port;supplier,840,0
deepseek-deepseek-v4-pro,172,8,port,freight;port,808,0
deepseek-deepseek-v4-pro,172,9,demand;port,demand;port,832,0
deepseek-deepseek-v4-pro,172,10,demand;port,port,972,1
deepseek-deepseek-v4-pro,172,11,demand;port,demand;port,928,1
deepseek-deepseek-v4-pro,172,12,demand,supplier,525,0
deepseek-deepseek-v4-pro,172,13,,,338,0
deepseek-deepseek-v4-pro,172,14,,quality,345,0
deepseek-deepseek-v4-pro,172,15,,,358,0
deepseek-deepseek-v4-pro,172,16,,,250,0
deepseek-deepseek-v4-pro,172,17,,,382,0
deepseek-deepseek-v4-pro,172,18,,freight,234,0
deepseek-deepseek-v4-pro,172,19,,,368,0
deepseek-deepseek-v4-pro,172,20,,,378,0
deepseek-deepseek-v4-pro,172,21,,quality,230,0
deepseek-deepseek-v4-pro,172,22,demand,,211,0
deepseek-deepseek-v4-pro,172,23,demand,demand,176,0
deepseek-deepseek-v4-pro,172,24,demand;supplier,,155,0
deepseek-deepseek-v4-pro,172,25,demand;supplier,,128,0
deepseek-deepseek-v4-pro,172,26,demand;supplier,,92,0
openai-gpt-5.4,1,1,,demand,269,0
openai-gpt-5.4,1,2,,,103,0
openai-gpt-5.4,1,3,,,198,0
openai-gpt-5.4,1,4,,demand,118,0
openai-gpt-5.4,1,5,,disruption;supplier,1826,0
openai-gpt-5.4,1,6,,disruption;supplier,144,0
openai-gpt-5.4,1,7,,disruption;port,502,0
openai-gpt-5.4,1,8,,,143,0
openai-gpt-5.4,1,9,demand,demand;freight;supplier,252,0
openai-gpt-5.4,1,10,demand,demand;freight;port,135,0
openai-gpt-5.4,1,11,demand,demand;supplier,105,0
openai-gpt-5.4,1,12,demand,demand,388,0
openai-gpt-5.4,1,13,,freight,118,0
openai-gpt-5.4,1,14,,,256,0
openai-gpt-5.4,1,15,,demand;freight,134,0
openai-gpt-5.4,1,16,,freight;port,115,0
openai-gpt-5.4,1,17,port,demand;freight;port,223,0
openai-gpt-5.4,1,18,disruption;port,demand;disruption;freight;port,206,0
openai-gpt-5.4,1,19,freight;port,disruption;freight;port,514,0
openai-gpt-5.4,1,20,demand;port,demand;freight;port,511,0
openai-gpt-5.4,1,21,demand;port,disruption;port,498,0
openai-gpt-5.4,1,22,demand;port,demand;port,488,0
openai-gpt-5.4,1,23,demand;port,demand;freight;port,624,1
openai-gpt-5.4,1,24,demand;port,freight;port,704,1
openai-gpt-5.4,1,25,demand,,363,0
openai-gpt-5.4,1,26,demand,,33,0
openai-gpt-5.4,21,1,,demand,261,0
openai-gpt-5.4,21,2,,demand;port,98,0
openai-gpt-5.4,21,3,,freight,248,0
openai-gpt-5.4,21,4,,freight,98,0
openai-gpt-5.4,21,5,,,79,0
openai-gpt-5.4,21,6,,demand;quality,220,0
openai-gpt-5.4,21,7,,,94,0
openai-gpt-5.4,21,8,,demand;port,186,0
openai-gpt-5.4,21,9,,demand,105,0
openai-gpt-5.4,21,10,demand,quality;supplier,189,0
openai-gpt-5.4,21,11,demand;port,demand;freight;port,218,0
openai-gpt-5.4,21,12,demand,demand,504,0
openai-gpt-5.4,21,13,demand,freight,120,0
openai-gpt-5.4,21,14,demand,demand;freight,92,0
openai-gpt-5.4,21,15,demand,demand,154,0
openai-gpt-5.4,21,16,demand,quality;supplier,192,0
openai-gpt-5.4,21,17,demand,demand;quality,226,1
openai-gpt-5.4,21,18,,demand;quality;supplier,583,0
openai-gpt-5.4,21,19,,demand;freight;supplier,161,0
openai-gpt-5.4,21,20,,,143,0
openai-gpt-5.4,21,21,disruption,demand;disruption,156,0
openai-gpt-5.4,21,22,disruption;quality,demand;disruption,104,0
openai-gpt-5.4,21,23,disruption;quality;supplier,demand;disruption;quality;supplier,83,0
openai-gpt-5.4,21,24,disruption;quality,disruption;quality;supplier,57,0
openai-gpt-5.4,21,25,disruption,disruption;freight,40,0
openai-gpt-5.4,21,26,disruption,,21,0
openai-gpt-5.4,24,1,,,239,0
openai-gpt-5.4,24,2,,port,90,0
openai-gpt-5.4,24,3,,freight,302,0
openai-gpt-5.4,24,4,,demand;freight,113,0
openai-gpt-5.4,24,5,,supplier,209,0
openai-gpt-5.4,24,6,,,142,0
openai-gpt-5.4,24,7,,,385,0
openai-gpt-5.4,24,8,,demand;freight,120,0
openai-gpt-5.4,24,9,,demand,97,0
openai-gpt-5.4,24,10,,,177,0
openai-gpt-5.4,24,11,,port,343,0
openai-gpt-5.4,24,12,,,141,0
openai-gpt-5.4,24,13,,demand;port;quality,116,0
openai-gpt-5.4,24,14,,,97,0
openai-gpt-5.4,24,15,,freight,78,0
openai-gpt-5.4,24,16,,demand,65,0
openai-gpt-5.4,24,17,,demand;supplier,36,0
openai-gpt-5.4,24,18,,demand;freight;supplier,253,0
openai-gpt-5.4,24,19,,port;supplier,518,1
openai-gpt-5.4,24,20,,demand;freight,648,1
openai-gpt-5.4,24,21,,freight,460,0
openai-gpt-5.4,24,22,,demand;disruption,135,0
openai-gpt-5.4,24,23,,disruption;freight,109,0
openai-gpt-5.4,24,24,disruption,disruption,87,0
openai-gpt-5.4,24,25,,port,62,0
openai-gpt-5.4,24,26,,,48,0
openai-gpt-5.4,25,1,,demand,247,0
openai-gpt-5.4,25,2,,demand,275,0
openai-gpt-5.4,25,3,,disruption,133,0
openai-gpt-5.4,25,4,disruption,demand;disruption,424,0
openai-gpt-5.4,25,5,disruption,disruption,249,0
openai-gpt-5.4,25,6,port,demand;freight;port,482,0
openai-gpt-5.4,25,7,port,port,463,0
openai-gpt-5.4,25,8,,,147,0
openai-gpt-5.4,25,9,,supplier,245,0
openai-gpt-5.4,25,10,,freight;quality;supplier,167,0
openai-gpt-5.4,25,11,,,124,0
openai-gpt-5.4,25,12,port,port,186,0
openai-gpt-5.4,25,13,,,117,0
openai-gpt-5.4,25,14,,supplier,165,0
openai-gpt-5.4,25,15,,demand;freight;quality,142,0
openai-gpt-5.4,25,16,,,119,0
openai-gpt-5.4,25,17,,,215,0
openai-gpt-5.4,25,18,,,118,0
openai-gpt-5.4,25,19,,freight;supplier,106,0
openai-gpt-5.4,25,20,supplier,demand;supplier,83,0
openai-gpt-5.4,25,21,port,demand;port,173,0
openai-gpt-5.4,25,22,,demand;freight;supplier,61,0
openai-gpt-5.4,25,23,,,360,0
openai-gpt-5.4,25,24,,disruption,45,0
openai-gpt-5.4,25,25,,demand,27,0
openai-gpt-5.4,25,26,port,,325,0
openai-gpt-5.4,29,1,,demand,255,0
openai-gpt-5.4,29,2,,freight;supplier,285,0
openai-gpt-5.4,29,3,,supplier,177,0
openai-gpt-5.4,29,4,,supplier,190,0
openai-gpt-5.4,29,5,,quality;supplier,201,0
openai-gpt-5.4,29,6,supplier,demand;quality;supplier,142,0
openai-gpt-5.4,29,7,supplier,demand;supplier,116,0
openai-gpt-5.4,29,8,quality;supplier,supplier,111,0
openai-gpt-5.4,29,9,quality;supplier,supplier,83,0
openai-gpt-5.4,29,10,quality,demand,477,0
openai-gpt-5.4,29,11,demand;quality,demand,118,0
openai-gpt-5.4,29,12,demand;quality,quality,217,0
openai-gpt-5.4,29,13,demand,,171,0
openai-gpt-5.4,29,14,demand,,107,0
openai-gpt-5.4,29,15,,,88,0
openai-gpt-5.4,29,16,,,204,0
openai-gpt-5.4,29,17,,port,108,0
openai-gpt-5.4,29,18,port,freight;port;supplier,149,0
openai-gpt-5.4,29,19,port,port,541,0
openai-gpt-5.4,29,20,port,demand;freight;port,540,0
openai-gpt-5.4,29,21,port,disruption;freight;port,595,0
openai-gpt-5.4,29,22,port,port,597,0
openai-gpt-5.4,29,23,demand;port,demand;disruption;port,586,0
openai-gpt-5.4,29,24,demand;port,disruption;freight;port,578,0
openai-gpt-5.4,29,25,demand;port,freight;port,602,1
openai-gpt-5.4,29,26,demand;disruption,,382,0
openai-gpt-5.4,44,1,demand,demand,156,0
openai-gpt-5.4,44,2,demand,demand;supplier,337,0
openai-gpt-5.4,44,3,demand;supplier,,671,0
openai-gpt-5.4,44,4,demand;supplier,supplier,753,0
openai-gpt-5.4,44,5,supplier,freight,245,0
openai-gpt-5.4,44,6,port;supplier,port,424,0
openai-gpt-5.4,44,7,,freight,201,0
openai-gpt-5.4,44,8,,,189,0
openai-gpt-5.4,44,9,,demand;freight;quality,171,0
openai-gpt-5.4,44,10,supplier,,145,0
openai-gpt-5.4,44,11,supplier,demand;supplier,124,0
openai-gpt-5.4,44,12,supplier,supplier,104,0
openai-gpt-5.4,44,13,supplier,demand;freight,475,0
openai-gpt-5.4,44,14,,disruption,124,0
openai-gpt-5.4,44,15,port,disruption,109,0
openai-gpt-5.4,44,16,port,freight;port,206,0
openai-gpt-5.4,44,17,port,demand;freight;port,499,0
openai-gpt-5.4,44,18,disruption;port,demand;disruption;freight;port,494,0
openai-gpt-5.4,44,19,disruption;freight;port,disruption;port,493,0
openai-gpt-5.4,44,20,disruption;freight,disruption;freight,1309,0
openai-gpt-5.4,44,21,disruption;freight,disruption;freight,98,0
openai-gpt-5.4,44,22,disruption;freight,demand;disruption;freight,71,0
openai-gpt-5.4,44,23,disruption;freight,disruption;freight,367,0
openai-gpt-5.4,44,24,disruption,demand;disruption,363,0
openai-gpt-5.4,44,25,disruption,,368,0
openai-gpt-5.4,44,26,disruption;supplier,,47,0
openai-gpt-5.4,58,1,,freight,317,0
openai-gpt-5.4,58,2,demand,,90,0
openai-gpt-5.4,58,3,demand,,198,0
openai-gpt-5.4,58,4,,freight;port,268,0
openai-gpt-5.4,58,5,,demand;quality,93,0
openai-gpt-5.4,58,6,,supplier,202,0
openai-gpt-5.4,58,7,port,port;supplier,197,0
openai-gpt-5.4,58,8,port;supplier,disruption;freight;port;supplier,473,0
openai-gpt-5.4,58,9,disruption;port;supplier,disruption;freight;port;supplier,400,1
openai-gpt-5.4,58,10,disruption;freight;port;supplier,disruption;freight;port;supplier,1388,0
openai-gpt-5.4,58,11,freight;port;supplier,freight;port,594,1
openai-gpt-5.4,58,12,demand;port,port;supplier,575,0
openai-gpt-5.4,58,13,demand;port,demand;freight;port,834,1
openai-gpt-5.4,58,14,demand;port,port,814,1
openai-gpt-5.4,58,15,demand,,194,0
openai-gpt-5.4,58,16,,quality;supplier,81,0
openai-gpt-5.4,58,17,port,demand;freight;port,278,0
openai-gpt-5.4,58,18,,,101,0
openai-gpt-5.4,58,19,,freight;supplier,286,0
openai-gpt-5.4,58,20,,supplier,108,0
openai-gpt-5.4,58,21,demand,supplier,169,0
openai-gpt-5.4,58,22,demand,demand,100,0
openai-gpt-5.4,58,23,demand;quality,quality,54,0
openai-gpt-5.4,58,24,demand;quality,demand,81,0
openai-gpt-5.4,58,25,quality,demand,12,0
openai-gpt-5.4,58,26,quality,,324,1
openai-gpt-5.4,60,1,,supplier,216,0
openai-gpt-5.4,60,2,,freight,240,0
openai-gpt-5.4,60,3,,freight;quality,105,0
openai-gpt-5.4,60,4,quality,freight;quality,285,0
openai-gpt-5.4,60,5,quality,quality;supplier,237,0
openai-gpt-5.4,60,6,quality,demand;freight,112,0
openai-gpt-5.4,60,7,,disruption,194,0
openai-gpt-5.4,60,8,disruption,disruption,121,0
openai-gpt-5.4,60,9,,demand;freight,97,0
openai-gpt-5.4,60,10,demand,demand;supplier,188,0
openai-gpt-5.4,60,11,demand,demand,236,0
openai-gpt-5.4,60,12,demand,demand;freight;port,115,0
openai-gpt-5.4,60,13,demand,demand;freight;supplier,303,0
openai-gpt-5.4,60,14,demand,demand;freight,100,0
openai-gpt-5.4,60,15,demand,freight,279,0
openai-gpt-5.4,60,16,demand,demand;freight,75,0
openai-gpt-5.4,60,17,demand,demand;freight,405,1
openai-gpt-5.4,60,18,,freight,771,0
openai-gpt-5.4,60,19,,freight,129,0
openai-gpt-5.4,60,20,disruption,disruption;freight;port,103,0
openai-gpt-5.4,60,21,port,demand;freight;port,79,0
openai-gpt-5.4,60,22,,,381,0
openai-gpt-5.4,60,23,,supplier,127,0
openai-gpt-5.4,60,24,,,61,0
openai-gpt-5.4,60,25,,supplier,47,0
openai-gpt-5.4,60,26,,,25,0
openai-gpt-5.4,85,1,,demand,234,0
openai-gpt-5.4,85,2,,freight,257,0
openai-gpt-5.4,85,3,,,114,0
openai-gpt-5.4,85,4,,freight,224,0
openai-gpt-5.4,85,5,,disruption;freight,123,0
openai-gpt-5.4,85,6,disruption,disruption;port,80,0
openai-gpt-5.4,85,7,disruption,demand;disruption;freight,588,0
openai-gpt-5.4,85,8,,demand;disruption,859,0
openai-gpt-5.4,85,9,,,176,1
openai-gpt-5.4,85,10,,freight,157,0
openai-gpt-5.4,85,11,,demand,164,0
openai-gpt-5.4,85,12,,supplier,158,0
openai-gpt-5.4,85,13,,demand;supplier,137,0
openai-gpt-5.4,85,14,supplier,demand;freight,122,0
openai-gpt-5.4,85,15,,,98,0
openai-gpt-5.4,85,16,,,72,0
openai-gpt-5.4,85,17,,demand,116,0
openai-gpt-5.4,85,18,demand,demand,62,0
openai-gpt-5.4,85,19,demand,demand,280,1
openai-gpt-5.4,85,20,demand,demand,395,0
openai-gpt-5.4,85,21,demand,demand;port,98,0
openai-gpt-5.4,85,22,,port,321,0
openai-gpt-5.4,85,23,demand;port,demand;freight;port,108,1
openai-gpt-5.4,85,24,demand;port,demand;freight;port,558,1
openai-gpt-5.4,85,25,demand;port,port,534,1
openai-gpt-5.4,85,26,demand;disruption;port,,514,1
openai-gpt-5.4,86,1,,demand;freight;port,348,0
openai-gpt-5.4,86,2,,demand,125,0
openai-gpt-5.4,86,3,,freight,721,0
openai-gpt-5.4,86,4,,freight,130,0
openai-gpt-5.4,86,5,demand,supplier,217,0
openai-gpt-5.4,86,6,demand,demand,238,0
openai-gpt-5.4,86,7,demand,port,213,0
openai-gpt-5.4,86,8,,,150,0
openai-gpt-5.4,86,9,,freight,201,0
openai-gpt-5.4,86,10,,demand;freight,140,0
openai-gpt-5.4,86,11,,freight;quality,119,0
openai-gpt-5.4,86,12,,freight,134,0
openai-gpt-5.4,86,13,,demand,80,0
openai-gpt-5.4,86,14,,demand;freight;quality;supplier,202,0
openai-gpt-5.4,86,15,,quality;supplier,201,0
openai-gpt-5.4,86,16,,demand;freight;port,246,0
openai-gpt-5.4,86,17,,freight;port;quality,150,0
openai-gpt-5.4,86,18,,quality;supplier,141,0
openai-gpt-5.4,86,19,supplier,quality;supplier,118,0
openai-gpt-5.4,86,20,,,404,0
openai-gpt-5.4,86,21,,freight;quality,109,0
openai-gpt-5.4,86,22,quality,demand;freight;quality,129,0
openai-gpt-5.4,86,23,quality,disruption,360,0
openai-gpt-5.4,86,24,,demand;disruption,89,0
openai-gpt-5.4,86,25,,,69,0
openai-gpt-5.4,86,26,,,42,0
openai-gpt-5.4,94,1,,demand;freight,266,0
openai-gpt-5.4,94,2,,,95,0
openai-gpt-5.4,94,3,,demand,201,0
openai-gpt-5.4,94,4,,demand,424,0
openai-gpt-5.4,94,5,,port,274,0
openai-gpt-5.4,94,6,demand;port,demand;port,263,0
openai-gpt-5.4,94,7,demand;port,disruption;freight;port,562,0
openai-gpt-5.4,94,8,demand;port,demand;port,678,0
openai-gpt-5.4,94,9,demand,demand;quality,457,0
openai-gpt-5.4,94,10,,demand;quality,253,0
openai-gpt-5.4,94,11,,freight,152,0
openai-gpt-5.4,94,12,port,port,128,0
openai-gpt-5.4,94,13,,demand,125,0
openai-gpt-5.4,94,14,,,96,0
openai-gpt-5.4,94,15,demand,demand;supplier,227,0
openai-gpt-5.4,94,16,demand;quality;supplier,disruption;quality;supplier,381,0
openai-gpt-5.4,94,17,demand;quality;supplier,demand;freight;quality;supplier,157,0
openai-gpt-5.4,94,18,demand,freight,411,0
openai-gpt-5.4,94,19,freight,freight,90,0
openai-gpt-5.4,94,20,freight;supplier,freight,69,0
openai-gpt-5.4,94,21,freight;supplier,freight;supplier,364,0
openai-gpt-5.4,94,22,freight;supplier,freight;supplier,41,0
openai-gpt-5.4,94,23,freight;supplier,demand;disruption,772,0
openai-gpt-5.4,94,24,supplier,freight,351,0
openai-gpt-5.4,94,25,supplier,demand;supplier,351,0
openai-gpt-5.4,94,26,port;supplier,,435,0
openai-gpt-5.4,95,1,,freight,439,0
openai-gpt-5.4,95,2,freight,demand;freight,99,0
openai-gpt-5.4,95,3,freight,freight,80,0
openai-gpt-5.4,95,4,freight,freight,63,0
openai-gpt-5.4,95,5,freight,demand;freight,42,0
openai-gpt-5.4,95,6,freight;port,demand;freight;port,680,0
openai-gpt-5.4,95,7,freight;port,demand;freight;port,368,0
openai-gpt-5.4,95,8,demand;port,port,364,0
openai-gpt-5.4,95,9,demand;port,port,330,0
openai-gpt-5.4,95,10,demand;port,port,602,1
openai-gpt-5.4,95,11,demand;port,demand;port;quality,483,0
openai-gpt-5.4,95,12,port,disruption;port,674,1
openai-gpt-5.4,95,13,port,port,644,1
openai-gpt-5.4,95,14,,,404,0
openai-gpt-5.4,95,15,demand,,166,0
openai-gpt-5.4,95,16,demand,demand,110,0
openai-gpt-5.4,95,17,demand,supplier,148,0
openai-gpt-5.4,95,18,demand,demand,95,0
openai-gpt-5.4,95,19,demand,demand,158,1
openai-gpt-5.4,95,20,,,382,0
openai-gpt-5.4,95,21,,demand;freight;supplier,54,0
openai-gpt-5.4,95,22,,quality,358,0
openai-gpt-5.4,95,23,,,38,0
openai-gpt-5.4,95,24,,,22,0
openai-gpt-5.4,95,25,,demand;freight,1,0
openai-gpt-5.4,95,26,,,300,0
openai-gpt-5.4,99,1,,freight,397,0
openai-gpt-5.4,99,2,,demand;port,124,0
openai-gpt-5.4,99,3,demand;port,demand;freight;port,309,0
openai-gpt-5.4,99,4,demand,disruption;freight,440,0
openai-gpt-5.4,99,5,demand;disruption,demand;disruption,109,0
openai-gpt-5.4,99,6,demand;disruption,demand;disruption;port,1226,0
